date,number_of_strikes,center_point_geom
2018-01-08,85,POINT(-95.7 30.2)
2018-01-08,116,POINT(-95.6 30.2)
2018-01-08,183,POINT(-95.5 30.2)
2018-01-08,44,POINT(-91.3 30.3)
2018-01-08,99,POINT(-91.2 30.3)
2018-01-08,31,POINT(-91.1 30.3)
2018-01-08,49,POINT(-96 30.4)
2018-01-08,26,POINT(-91 30.4)
2018-01-08,26,POINT(-96.1 30.4)
2018-01-08,61,POINT(-95.8 30.4)
2018-01-08,71,POINT(-95.7 30.4)
2018-01-08,60,POINT(-95.6 30.4)
2018-01-08,52,POINT(-95.5 30.4)
2018-01-08,51,POINT(-91.9 30.2)
2018-01-08,65,POINT(-91.8 30.2)
2018-01-08,37,POINT(-91.7 30.2)
2018-01-08,29,POINT(-91.4 30.2)
2018-01-08,143,POINT(-96 30.3)
2018-01-08,49,POINT(-95 30.3)
2018-01-08,52,POINT(-92 30.3)
2018-01-08,39,POINT(-96.6 30.3)
2018-01-08,32,POINT(-96.5 30.3)
2018-01-08,28,POINT(-96.3 30.3)
2018-01-08,56,POINT(-96.1 30.3)
2018-01-08,110,POINT(-95.9 30.3)
2018-01-08,33,POINT(-93 30.5)
2018-01-08,96,POINT(-91 30.5)
2018-01-08,51,POINT(-95.9 30.5)
2018-01-08,108,POINT(-95.8 30.5)
2018-01-08,70,POINT(-95.7 30.5)
2018-01-08,49,POINT(-95.6 30.5)
2018-01-08,38,POINT(-95.5 30.5)
2018-01-08,43,POINT(-95.4 30.5)
2018-01-08,33,POINT(-95.1 30.5)
2018-01-08,95,POINT(-95.8 30.3)
2018-01-08,35,POINT(-95.7 30.3)
2018-01-08,40,POINT(-95.4 30.3)
2018-01-08,34,POINT(-95.1 30.3)
2018-01-08,47,POINT(-94.9 30.3)
2018-01-08,69,POINT(-94.8 30.3)
2018-01-08,43,POINT(-94.7 30.3)
2018-01-08,45,POINT(-94.6 30.3)
2018-01-08,25,POINT(-92.6 30.3)
2018-01-08,32,POINT(-91.9 30.3)
2018-01-08,65,POINT(-91.8 30.3)
2018-01-08,223,POINT(-91.7 30.3)
2018-01-08,88,POINT(-91.6 30.3)
2018-01-08,64,POINT(-91.5 30.3)
2018-01-08,23,POINT(-91.4 30.3)
2018-01-08,49,POINT(-92.6 30.6)
2018-01-08,39,POINT(-92.5 30.6)
2018-01-08,29,POINT(-92.4 30.6)
2018-01-08,50,POINT(-92.3 30.6)
2018-01-08,25,POINT(-92.2 30.6)
2018-01-08,33,POINT(-95.3 30.4)
2018-01-08,35,POINT(-95.1 30.4)
2018-01-08,25,POINT(-94.9 30.4)
2018-01-08,63,POINT(-94.8 30.4)
2018-01-08,51,POINT(-94.7 30.4)
2018-01-08,36,POINT(-93.2 30.4)
2018-01-08,46,POINT(-92.8 30.4)
2018-01-08,34,POINT(-92.7 30.4)
2018-01-08,36,POINT(-91.9 30.4)
2018-01-08,31,POINT(-91.8 30.4)
2018-01-08,48,POINT(-91.7 30.4)
2018-01-08,93,POINT(-91.6 30.4)
2018-01-08,69,POINT(-91.5 30.4)
2018-01-08,23,POINT(-91.4 30.4)
2018-01-08,23,POINT(-91.3 30.4)
2018-01-08,182,POINT(-91.2 30.4)
2018-01-08,116,POINT(-91.1 30.4)
2018-01-08,36,POINT(-90.8 30.7)
2018-01-08,28,POINT(-92.9 30.5)
2018-01-08,56,POINT(-92.8 30.5)
2018-01-08,96,POINT(-92.7 30.5)
2018-01-08,66,POINT(-92.4 30.5)
2018-01-08,59,POINT(-92.3 30.5)
2018-01-08,44,POINT(-91.6 30.5)
2018-01-08,85,POINT(-91.5 30.5)
2018-01-08,26,POINT(-91.4 30.5)
2018-01-08,28,POINT(-91.2 30.5)
2018-01-08,43,POINT(-91.1 30.5)
2018-01-08,45,POINT(-90.7 30.5)
2018-01-08,58,POINT(-91 30.6)
2018-01-08,44,POINT(-95.7 30.6)
2018-01-08,54,POINT(-95.6 30.6)
2018-01-08,81,POINT(-95.5 30.6)
2018-01-08,76,POINT(-95.4 30.6)
2018-01-08,44,POINT(-95.3 30.6)
2018-01-08,29,POINT(-93.9 26)
2018-01-08,50,POINT(-93.6 26)
2018-01-08,109,POINT(-93.5 26)
2018-01-08,39,POINT(-92.2 26)
2018-01-08,26,POINT(-91.8 26)
2018-01-08,36,POINT(-90.9 30.6)
2018-01-08,43,POINT(-90.7 30.6)
2018-01-08,76,POINT(-96 30.7)
2018-01-08,23,POINT(-96.1 30.7)
2018-01-08,35,POINT(-95.6 30.7)
2018-01-08,26,POINT(-95.5 30.7)
2018-01-08,25,POINT(-94.1 27)
2018-01-08,41,POINT(-93.7 27)
2018-01-08,33,POINT(-93.6 27)
2018-01-08,68,POINT(-93.4 27)
2018-01-08,41,POINT(-93.3 27)
2018-01-08,45,POINT(-92.8 27)
2018-01-08,140,POINT(-92.7 27)
2018-01-08,157,POINT(-92.6 27)
2018-01-08,163,POINT(-92.5 27)
2018-01-08,151,POINT(-92.4 27)
2018-01-08,160,POINT(-92.3 27)
2018-01-08,85,POINT(-92.2 27)
2018-01-08,45,POINT(-92.1 27)
2018-01-08,35,POINT(-89.3 25)
2018-01-08,25,POINT(-89.2 25)
2018-01-08,35,POINT(-94 26)
2018-01-08,33,POINT(-92.1 30.8)
2018-01-08,28,POINT(-96 30.9)
2018-01-08,46,POINT(-89.5 26)
2018-01-08,37,POINT(-89.3 26)
2018-01-08,54,POINT(-89.2 26)
2018-01-08,32,POINT(-89.1 26)
2018-01-08,44,POINT(-92 27)
2018-01-08,50,POINT(-96 31.1)
2018-01-08,34,POINT(-96.9 31.1)
2018-01-08,23,POINT(-96.7 31.1)
2018-01-08,32,POINT(-96.8 30.8)
2018-01-08,31,POINT(-96.1 30.8)
2018-01-08,74,POINT(-95.7 30.8)
2018-01-08,44,POINT(-95.6 30.8)
2018-01-08,45,POINT(-95.4 30.8)
2018-01-08,25,POINT(-95.3 30.8)
2018-01-08,25,POINT(-95.1 30.8)
2018-01-08,249,POINT(-96.5 31.2)
2018-01-08,124,POINT(-96.4 31.2)
2018-01-08,71,POINT(-96.3 31.2)
2018-01-08,127,POINT(-96.2 31.2)
2018-01-08,161,POINT(-96.1 31.2)
2018-01-08,186,POINT(-95.9 31.2)
2018-01-08,137,POINT(-95.8 31.2)
2018-01-08,147,POINT(-95.7 31.2)
2018-01-08,80,POINT(-95.6 31.2)
2018-01-08,109,POINT(-95.5 31.2)
2018-01-08,129,POINT(-95.4 31.2)
2018-01-08,73,POINT(-95.3 31.2)
2018-01-08,33,POINT(-95.2 31.2)
2018-01-08,46,POINT(-95.1 31.2)
2018-01-08,37,POINT(-95 30.9)
2018-01-08,32,POINT(-96.7 30.9)
2018-01-08,65,POINT(-96.3 30.9)
2018-01-08,102,POINT(-96.2 30.9)
2018-01-08,60,POINT(-96.1 30.9)
2018-01-08,38,POINT(-95.7 30.9)
2018-01-08,57,POINT(-95.3 30.9)
2018-01-08,64,POINT(-95.2 30.9)
2018-01-08,43,POINT(-95.1 30.9)
2018-01-08,36,POINT(-94.9 30.9)
2018-01-08,31,POINT(-96.7 31.4)
2018-01-08,33,POINT(-96.6 31.4)
2018-01-08,34,POINT(-96.2 31.1)
2018-01-08,54,POINT(-96.1 31.1)
2018-01-08,123,POINT(-95.7 31.1)
2018-01-08,81,POINT(-95.6 31.1)
2018-01-08,136,POINT(-95.5 31.1)
2018-01-08,112,POINT(-95.4 31.1)
2018-01-08,34,POINT(-94.9 31.1)
2018-01-08,38,POINT(-94.8 31.1)
2018-01-08,93,POINT(-96 31.2)
2018-01-08,50,POINT(-95 31.2)
2018-01-08,78,POINT(-96.9 31.2)
2018-01-08,158,POINT(-96.8 31.2)
2018-01-08,192,POINT(-96.7 31.2)
2018-01-08,228,POINT(-96.6 31.2)
2018-01-08,29,POINT(-95 31.6)
2018-01-08,31,POINT(-96.8 31.6)
2018-01-08,93,POINT(-96 31.3)
2018-01-08,40,POINT(-96.6 31.3)
2018-01-08,44,POINT(-96.5 31.3)
2018-01-08,50,POINT(-96.4 31.3)
2018-01-08,114,POINT(-96.3 31.3)
2018-01-08,156,POINT(-96.2 31.3)
2018-01-08,136,POINT(-96.1 31.3)
2018-01-08,51,POINT(-95.9 31.3)
2018-01-08,51,POINT(-95.8 31.3)
2018-01-08,25,POINT(-95.7 31.3)
2018-01-08,35,POINT(-95.6 31.3)
2018-01-08,91,POINT(-95.5 31.3)
2018-01-08,42,POINT(-95.4 31.3)
2018-01-08,52,POINT(-95.3 31.3)
2018-01-08,25,POINT(-86.1 27)
2018-01-08,81,POINT(-94 28)
2018-01-08,117,POINT(-93 28)
2018-01-08,47,POINT(-89 28)
2018-01-08,23,POINT(-87 28)
2018-01-08,53,POINT(-95.3 28)
2018-01-08,34,POINT(-95.2 28)
2018-01-08,70,POINT(-94.7 28)
2018-01-08,63,POINT(-94.6 28)
2018-01-08,46,POINT(-94.5 28)
2018-01-08,26,POINT(-94.4 28)
2018-01-08,45,POINT(-94.3 28)
2018-01-08,182,POINT(-94.2 28)
2018-01-08,92,POINT(-94.1 28)
2018-01-08,82,POINT(-93.9 28)
2018-01-08,36,POINT(-93.8 28)
2018-01-08,108,POINT(-93.2 28)
2018-01-08,77,POINT(-93.1 28)
2018-01-08,61,POINT(-92.9 28)
2018-01-08,110,POINT(-92.8 28)
2018-01-08,26,POINT(-95.3 31.5)
2018-01-08,31,POINT(-95.2 31.5)
2018-01-08,32,POINT(-88.9 28)
2018-01-08,32,POINT(-88.8 28)
2018-01-08,54,POINT(-88.6 28)
2018-01-08,36,POINT(-87.9 28)
2018-01-08,32,POINT(-87.8 28)
2018-01-08,26,POINT(-87.1 28)
2018-01-08,29,POINT(-86.9 28)
2018-01-08,38,POINT(-95 29)
2018-01-08,53,POINT(-94 29)
2018-01-08,54,POINT(-91 29)
2018-01-08,28,POINT(-88 29)
2018-01-08,28,POINT(-89.3 27)
2018-01-08,51,POINT(-86.6 27)
2018-01-08,26,POINT(-92.7 29)
2018-01-08,28,POINT(-92.4 29)
2018-01-08,40,POINT(-92.3 29)
2018-01-08,36,POINT(-91.9 29)
2018-01-08,54,POINT(-91.8 29)
2018-01-08,200,POINT(-91.7 29)
2018-01-08,120,POINT(-91.6 29)
2018-01-08,54,POINT(-91.5 29)
2018-01-08,54,POINT(-91.4 29)
2018-01-08,57,POINT(-91.2 29)
2018-01-08,43,POINT(-91.1 29)
2018-01-08,82,POINT(-90.9 29)
2018-01-08,64,POINT(-90.8 29)
2018-01-08,28,POINT(-90.7 29)
2018-01-08,26,POINT(-90.5 29)
2018-01-08,63,POINT(-89.6 29)
2018-01-08,101,POINT(-92.7 28)
2018-01-08,103,POINT(-92.6 28)
2018-01-08,83,POINT(-92.5 28)
2018-01-08,50,POINT(-91.7 28)
2018-01-08,105,POINT(-91.6 28)
2018-01-08,44,POINT(-91.3 28)
2018-01-08,23,POINT(-90.4 28)
2018-01-08,31,POINT(-90.2 28)
2018-01-08,89,POINT(-96.4 30)
2018-01-08,138,POINT(-96.3 30)
2018-01-08,176,POINT(-96.2 30)
2018-01-08,99,POINT(-96.1 30)
2018-01-08,65,POINT(-95.9 30)
2018-01-08,101,POINT(-95.8 30)
2018-01-08,114,POINT(-95.7 30)
2018-01-08,193,POINT(-95.6 30)
2018-01-08,74,POINT(-95.5 30)
2018-01-08,65,POINT(-95.4 30)
2018-01-08,169,POINT(-95.3 30)
2018-01-08,331,POINT(-95.2 30)
2018-01-08,190,POINT(-95.1 30)
2018-01-08,75,POINT(-94.9 30)
2018-01-08,103,POINT(-94.8 30)
2018-01-08,85,POINT(-94.7 30)
2018-01-08,39,POINT(-94.6 30)
2018-01-08,63,POINT(-95.3 29)
2018-01-08,170,POINT(-95.2 29)
2018-01-08,73,POINT(-95.1 29)
2018-01-08,80,POINT(-94.4 29)
2018-01-08,116,POINT(-94.3 29)
2018-01-08,42,POINT(-94.2 29)
2018-01-08,41,POINT(-94.1 29)
2018-01-08,43,POINT(-93.9 29)
2018-01-08,34,POINT(-93.6 29)
2018-01-08,31,POINT(-96.9 31)
2018-01-08,66,POINT(-96.8 31)
2018-01-08,105,POINT(-96.7 31)
2018-01-08,52,POINT(-96.3 31)
2018-01-08,88,POINT(-96.2 31)
2018-01-08,93,POINT(-96.1 31)
2018-01-08,47,POINT(-95.9 31)
2018-01-08,37,POINT(-95.5 31)
2018-01-08,31,POINT(-95.4 31)
2018-01-08,23,POINT(-95.2 31)
2018-01-08,54,POINT(-94.9 31)
2018-01-08,28,POINT(-95.4 31.6)
2018-01-08,50,POINT(-95.1 31.6)
2018-01-08,35,POINT(-87.2 29)
2018-01-08,85,POINT(-87.1 29)
2018-01-08,65,POINT(-96 30)
2018-01-08,105,POINT(-95 30)
2018-01-08,25,POINT(-96.4 31.8)
2018-01-08,29,POINT(-90.7 30)
2018-01-08,35,POINT(-90.6 30)
2018-01-08,32,POINT(-90.5 30)
2018-01-08,70,POINT(-97 31)
2018-01-08,55,POINT(-96 31)
2018-01-08,44,POINT(-95 31)
2018-01-08,25,POINT(-97.1 31)
2018-01-08,38,POINT(-96.3 31.9)
2018-01-08,29,POINT(-94.1 31.9)
2018-01-08,76,POINT(-96 32.1)
2018-01-08,41,POINT(-96.2 32.1)
2018-01-08,78,POINT(-96.1 32.1)
2018-01-08,85,POINT(-95.9 32.1)
2018-01-08,64,POINT(-95.8 32.1)
2018-01-08,26,POINT(-95.6 32.1)
2018-01-08,29,POINT(-95.3 32.1)
2018-01-08,36,POINT(-95.1 31.7)
2018-01-08,174,POINT(-95.5 32.2)
2018-01-08,67,POINT(-95.4 32.2)
2018-01-08,33,POINT(-95.3 32.2)
2018-01-08,34,POINT(-95.2 32.2)
2018-01-08,32,POINT(-95.1 32.2)
2018-01-08,23,POINT(-94.8 32.2)
2018-01-08,29,POINT(-94.7 32.2)
2018-01-08,139,POINT(-96 32.3)
2018-01-08,84,POINT(-96.2 32.3)
2018-01-08,127,POINT(-96.1 32.3)
2018-01-08,107,POINT(-95.9 32.3)
2018-01-08,47,POINT(-95.8 32.3)
2018-01-08,46,POINT(-95.7 32.3)
2018-01-08,46,POINT(-95.6 32.3)
2018-01-08,62,POINT(-95.5 32.3)
2018-01-08,58,POINT(-95.4 32.3)
2018-01-08,63,POINT(-95.3 32.3)
2018-01-08,29,POINT(-95.2 32.3)
2018-01-08,26,POINT(-95.1 32.3)
2018-01-08,25,POINT(-94.7 32.3)
2018-01-08,169,POINT(-96 32.4)
2018-01-08,33,POINT(-95 32.4)
2018-01-08,50,POINT(-96.7 31.9)
2018-01-08,84,POINT(-96.6 31.9)
2018-01-08,60,POINT(-96.5 31.9)
2018-01-08,79,POINT(-96.4 31.9)
2018-01-08,64,POINT(-95.8 32.5)
2018-01-08,65,POINT(-95.7 32.5)
2018-01-08,102,POINT(-95.6 32.5)
2018-01-08,73,POINT(-95.5 32.5)
2018-01-08,73,POINT(-95.4 32.5)
2018-01-08,23,POINT(-95.3 32.5)
2018-01-08,28,POINT(-95.2 32.5)
2018-01-08,41,POINT(-95.1 32.5)
2018-01-08,39,POINT(-95.3 32.6)
2018-01-08,40,POINT(-95.2 32.6)
2018-01-08,25,POINT(-94.8 32.6)
2018-01-08,29,POINT(-94.7 32.6)
2018-01-08,25,POINT(-94.6 32.6)
2018-01-08,43,POINT(-97 32.7)
2018-01-08,39,POINT(-97.1 32.7)
2018-01-08,55,POINT(-95.9 32.2)
2018-01-08,185,POINT(-95.8 32.2)
2018-01-08,282,POINT(-95.7 32.2)
2018-01-08,224,POINT(-95.6 32.2)
2018-01-08,28,POINT(-96.5 32)
2018-01-08,75,POINT(-96.4 32)
2018-01-08,35,POINT(-96.3 32)
2018-01-08,37,POINT(-96.2 32)
2018-01-08,39,POINT(-95.7 32)
2018-01-08,53,POINT(-95.6 32)
2018-01-08,26,POINT(-95.3 32)
2018-01-08,120,POINT(-96.1 32.4)
2018-01-08,134,POINT(-95.9 32.4)
2018-01-08,69,POINT(-95.8 32.4)
2018-01-08,31,POINT(-95.7 32.4)
2018-01-08,39,POINT(-95.6 32.4)
2018-01-08,26,POINT(-95.5 32.4)
2018-01-08,35,POINT(-95.4 32.4)
2018-01-08,41,POINT(-95.3 32.4)
2018-01-08,57,POINT(-95.2 32.4)
2018-01-08,36,POINT(-96 32.5)
2018-01-08,36,POINT(-95 32.5)
2018-01-08,72,POINT(-95.9 32.5)
2018-01-08,31,POINT(-92.6 24.9)
2018-01-08,23,POINT(-92.5 24.9)
2018-01-08,26,POINT(-89.6 24.9)
2018-01-08,23,POINT(-89.5 24.9)
2018-01-08,26,POINT(-96.5 33.8)
2018-01-08,33,POINT(-93.4 25.2)
2018-01-08,23,POINT(-92.7 25.2)
2018-01-08,33,POINT(-92.6 25.2)
2018-01-08,37,POINT(-88.9 25.2)
2018-01-08,25,POINT(-92.5 25.1)
2018-01-08,26,POINT(-89.6 25.3)
2018-01-08,25,POINT(-93.5 25.4)
2018-01-08,151,POINT(-92.9 25.4)
2018-01-08,120,POINT(-92.8 25.4)
2018-01-08,46,POINT(-93.6 25.5)
2018-01-08,25,POINT(-93.5 25.5)
2018-01-08,25,POINT(-93.4 25.5)
2018-01-08,45,POINT(-93.2 25.5)
2018-01-08,76,POINT(-93.1 25.5)
2018-01-08,124,POINT(-92.9 25.5)
2018-01-08,26,POINT(-89.2 25.5)
2018-01-08,98,POINT(-93.5 25.3)
2018-01-08,37,POINT(-93.4 25.3)
2018-01-08,36,POINT(-89.4 25.6)
2018-01-08,23,POINT(-89.3 25.6)
2018-01-08,23,POINT(-89.2 25.6)
2018-01-08,28,POINT(-89.1 25.6)
2018-01-08,82,POINT(-88.9 25.6)
2018-01-08,34,POINT(-88.7 25.6)
2018-01-08,45,POINT(-89 25.7)
2018-01-08,37,POINT(-93.7 25.7)
2018-01-08,113,POINT(-93 25.5)
2018-01-08,28,POINT(-89.4 25.8)
2018-01-08,26,POINT(-89.3 25.8)
2018-01-08,79,POINT(-89.2 25.8)
2018-01-08,40,POINT(-89.1 25.8)
2018-01-08,50,POINT(-88.9 25.8)
2018-01-08,26,POINT(-92.3 25.7)
2018-01-08,37,POINT(-89.3 25.7)
2018-01-08,37,POINT(-89 25.6)
2018-01-08,95,POINT(-93.7 25.6)
2018-01-08,40,POINT(-91.3 25.9)
2018-01-08,37,POINT(-89.4 25.9)
2018-01-08,40,POINT(-89.3 25.9)
2018-01-08,49,POINT(-89.2 25.9)
2018-01-08,35,POINT(-89.1 25.9)
2018-01-08,55,POINT(-89.2 25.7)
2018-01-08,55,POINT(-89.1 25.7)
2018-01-08,33,POINT(-88.9 25.7)
2018-01-08,29,POINT(-88.7 25.7)
2018-01-08,38,POINT(-89 25.8)
2018-01-08,47,POINT(-93.8 25.8)
2018-01-08,32,POINT(-93.7 25.8)
2018-01-08,31,POINT(-93.6 25.8)
2018-01-08,28,POINT(-93.4 25.8)
2018-01-08,25,POINT(-93.3 25.8)
2018-01-08,29,POINT(-88.8 25.8)
2018-01-08,31,POINT(-88.7 25.8)
2018-01-08,39,POINT(-92 25.9)
2018-01-08,49,POINT(-93.9 25.9)
2018-01-08,34,POINT(-93.8 25.9)
2018-01-08,49,POINT(-93.5 25.9)
2018-01-08,40,POINT(-93.4 25.9)
2018-01-08,28,POINT(-93.3 25.9)
2018-01-08,49,POINT(-91.9 25.9)
2018-01-08,61,POINT(-91.8 25.9)
2018-01-08,28,POINT(-91.6 25.9)
2018-01-08,35,POINT(-91.5 25.9)
2018-01-08,25,POINT(-91.4 25.9)
2018-01-08,90,POINT(-92 26.1)
2018-01-08,35,POINT(-93.8 26.1)
2018-01-08,45,POINT(-93.7 26.1)
2018-01-08,25,POINT(-93.6 26.1)
2018-01-08,37,POINT(-92.6 26.1)
2018-01-08,25,POINT(-92.5 26.1)
2018-01-08,33,POINT(-92.3 26.1)
2018-01-08,87,POINT(-92.2 26.1)
2018-01-08,33,POINT(-92.1 26.1)
2018-01-08,52,POINT(-91.9 26.1)
2018-01-08,51,POINT(-92 26.3)
2018-01-08,25,POINT(-93.8 26.3)
2018-01-08,41,POINT(-93.6 26.3)
2018-01-08,28,POINT(-93.5 26.3)
2018-01-08,46,POINT(-93.9 26.2)
2018-01-08,66,POINT(-92.7 26.2)
2018-01-08,25,POINT(-92.5 26.2)
2018-01-08,72,POINT(-92.3 26.2)
2018-01-08,80,POINT(-92.2 26.2)
2018-01-08,56,POINT(-92.1 26.2)
2018-01-08,32,POINT(-89.5 26.3)
2018-01-08,29,POINT(-88.7 26.3)
2018-01-08,41,POINT(-88.5 26.3)
2018-01-08,58,POINT(-88.4 26.3)
2018-01-08,37,POINT(-93 26.4)
2018-01-08,88,POINT(-92 26.4)
2018-01-08,32,POINT(-88.5 26.2)
2018-01-08,47,POINT(-87.6 26.2)
2018-01-08,64,POINT(-92.7 26.4)
2018-01-08,42,POINT(-92.5 26.4)
2018-01-08,82,POINT(-92.4 26.4)
2018-01-08,111,POINT(-92.3 26.4)
2018-01-08,99,POINT(-92.2 26.4)
2018-01-08,96,POINT(-92.1 26.4)
2018-01-08,26,POINT(-91.9 26.4)
2018-01-08,36,POINT(-88.4 26.4)
2018-01-08,23,POINT(-87.5 26.4)
2018-01-08,32,POINT(-87.4 26.4)
2018-01-08,49,POINT(-94 26.5)
2018-01-08,35,POINT(-92.8 26.3)
2018-01-08,43,POINT(-92.4 26.3)
2018-01-08,86,POINT(-92.3 26.3)
2018-01-08,50,POINT(-92.2 26.3)
2018-01-08,66,POINT(-92.1 26.3)
2018-01-08,53,POINT(-91.9 26.3)
2018-01-08,50,POINT(-91.8 26.3)
2018-01-08,35,POINT(-91.7 26.3)
2018-01-08,31,POINT(-91.6 26.3)
2018-01-08,36,POINT(-93.3 26.5)
2018-01-08,38,POINT(-92.9 26.5)
2018-01-08,49,POINT(-92.8 26.5)
2018-01-08,54,POINT(-92.7 26.5)
2018-01-08,81,POINT(-92.6 26.5)
2018-01-08,128,POINT(-92.5 26.5)
2018-01-08,114,POINT(-92.4 26.5)
2018-01-08,112,POINT(-92.3 26.5)
2018-01-08,178,POINT(-92.2 26.5)
2018-01-08,89,POINT(-92.1 26.5)
2018-01-08,31,POINT(-91.9 26.5)
2018-01-08,42,POINT(-91.8 26.5)
2018-01-08,36,POINT(-91.7 26.5)
2018-01-08,26,POINT(-86.7 26.5)
2018-01-08,33,POINT(-93.1 26.4)
2018-01-08,53,POINT(-92.9 26.4)
2018-01-08,33,POINT(-94.5 26.6)
2018-01-08,45,POINT(-94.4 26.6)
2018-01-08,69,POINT(-94.3 26.6)
2018-01-08,37,POINT(-94.2 26.6)
2018-01-08,60,POINT(-94.1 26.6)
2018-01-08,56,POINT(-93.9 26.6)
2018-01-08,25,POINT(-93.8 26.6)
2018-01-08,26,POINT(-93.3 26.6)
2018-01-08,46,POINT(-92.9 26.6)
2018-01-08,66,POINT(-92.8 26.6)
2018-01-08,73,POINT(-92.7 26.6)
2018-01-08,112,POINT(-92.6 26.6)
2018-01-08,67,POINT(-92.5 26.6)
2018-01-08,83,POINT(-92.4 26.6)
2018-01-08,51,POINT(-92.3 26.6)
2018-01-08,70,POINT(-92.2 26.6)
2018-01-08,57,POINT(-92.1 26.6)
2018-01-08,31,POINT(-91.9 26.6)
2018-01-08,43,POINT(-89.1 26.6)
2018-01-08,28,POINT(-88.9 26.6)
2018-01-08,47,POINT(-88.7 26.6)
2018-01-08,49,POINT(-92 26.5)
2018-01-08,84,POINT(-93.9 26.5)
2018-01-08,69,POINT(-93.8 26.5)
2018-01-08,43,POINT(-93.7 26.5)
2018-01-08,33,POINT(-93.6 26.5)
2018-01-08,37,POINT(-88.6 26.7)
2018-01-08,44,POINT(-86.9 26.6)
2018-01-08,52,POINT(-86.7 26.6)
2018-01-08,115,POINT(-86.6 26.6)
2018-01-08,100,POINT(-93 26.7)
2018-01-08,25,POINT(-87 26.7)
2018-01-08,32,POINT(-94.3 26.7)
2018-01-08,25,POINT(-94.1 26.7)
2018-01-08,69,POINT(-94 26.6)
2018-01-08,47,POINT(-93 26.6)
2018-01-08,71,POINT(-92 26.6)
2018-01-08,31,POINT(-87 26.6)
2018-01-08,26,POINT(-92.7 26.8)
2018-01-08,23,POINT(-93.4 26.7)
2018-01-08,26,POINT(-93.3 26.7)
2018-01-08,33,POINT(-93.1 26.7)
2018-01-08,142,POINT(-92.9 26.7)
2018-01-08,25,POINT(-92.4 26.7)
2018-01-08,54,POINT(-91.9 26.7)
2018-01-08,25,POINT(-91.4 26.7)
2018-01-08,77,POINT(-93.7 26.9)
2018-01-08,41,POINT(-93.6 26.9)
2018-01-08,51,POINT(-93.5 26.9)
2018-01-08,40,POINT(-93.4 26.9)
2018-01-08,43,POINT(-93.3 26.9)
2018-01-08,33,POINT(-93.2 26.9)
2018-01-08,86,POINT(-93.1 26.9)
2018-01-08,117,POINT(-92.9 26.9)
2018-01-08,39,POINT(-92.8 26.9)
2018-01-08,32,POINT(-92.7 26.9)
2018-01-08,28,POINT(-92.6 26.9)
2018-01-08,50,POINT(-92.3 26.9)
2018-01-08,29,POINT(-92.2 26.9)
2018-01-08,41,POINT(-87.2 26.7)
2018-01-08,51,POINT(-87.1 26.7)
2018-01-08,36,POINT(-86.9 26.7)
2018-01-08,29,POINT(-86.7 26.7)
2018-01-08,48,POINT(-86.6 26.7)
2018-01-08,94,POINT(-86.5 26.7)
2018-01-08,121,POINT(-86.4 26.7)
2018-01-08,60,POINT(-94 27.1)
2018-01-08,101,POINT(-92 27.1)
2018-01-08,28,POINT(-94.5 27.1)
2018-01-08,35,POINT(-94.4 27.1)
2018-01-08,68,POINT(-94.2 27.1)
2018-01-08,82,POINT(-94.1 27.1)
2018-01-08,26,POINT(-93.9 27.1)
2018-01-08,59,POINT(-93.8 27.1)
2018-01-08,37,POINT(-93.7 27.1)
2018-01-08,28,POINT(-93.3 27.1)
2018-01-08,34,POINT(-93.2 27.1)
2018-01-08,47,POINT(-92.6 27.1)
2018-01-08,54,POINT(-88.4 26.8)
2018-01-08,29,POINT(-86.9 26.8)
2018-01-08,53,POINT(-86.8 26.8)
2018-01-08,41,POINT(-86.7 26.8)
2018-01-08,42,POINT(-86.3 26.8)
2018-01-08,50,POINT(-93 26.9)
2018-01-08,33,POINT(-88.8 27.1)
2018-01-08,31,POINT(-88.2 27.1)
2018-01-08,34,POINT(-86.6 27.1)
2018-01-08,51,POINT(-86.5 27.1)
2018-01-08,38,POINT(-86.2 27.1)
2018-01-08,45,POINT(-86.1 27.1)
2018-01-08,29,POINT(-85.9 27.1)
2018-01-08,46,POINT(-94 27.2)
2018-01-08,43,POINT(-93 27.2)
2018-01-08,69,POINT(-92 27.2)
2018-01-08,47,POINT(-88.4 26.9)
2018-01-08,80,POINT(-86.8 26.9)
2018-01-08,31,POINT(-86.7 26.9)
2018-01-08,32,POINT(-86.6 26.9)
2018-01-08,33,POINT(-89.6 27.2)
2018-01-08,60,POINT(-89.5 27.2)
2018-01-08,32,POINT(-88.7 27.2)
2018-01-08,69,POINT(-88.2 27.2)
2018-01-08,45,POINT(-86 27.2)
2018-01-08,116,POINT(-92.5 27.1)
2018-01-08,147,POINT(-92.4 27.1)
2018-01-08,85,POINT(-92.3 27.1)
2018-01-08,49,POINT(-92.2 27.1)
2018-01-08,79,POINT(-92.1 27.1)
2018-01-08,40,POINT(-91.9 27.1)
2018-01-08,28,POINT(-91.8 27.1)
2018-01-08,59,POINT(-94.1 27.3)
2018-01-08,169,POINT(-93.9 27.3)
2018-01-08,72,POINT(-93.8 27.3)
2018-01-08,81,POINT(-93.4 27.3)
2018-01-08,90,POINT(-93.3 27.3)
2018-01-08,206,POINT(-93.2 27.3)
2018-01-08,108,POINT(-93.1 27.3)
2018-01-08,129,POINT(-92.9 27.3)
2018-01-08,50,POINT(-92.8 27.3)
